Price,Close,High,Low,Open,Volume
Ticker,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
Date,,,,,
2012-02-06,0.46019458770751953,0.4602441351271269,0.45225538745021193,0.45543088015315253,130828800
2012-02-07,0.46217912435531616,0.46535558225165036,0.45275080468078605,0.4590036318527701,130176000
2012-02-08,0.46987053751945496,0.46987053751945496,0.4578621765430941,0.4628735916544243,154886400
2012-02-09,0.4802916646003723,0.48182942321378713,0.46699234398471223,0.4749820559517637,152544000
2012-02-10,0.4700191020965576,0.4739891691605404,0.46515630161943455,0.4701191338962616,194803200
2012-02-13,0.4826735854148865,0.48485634091078067,0.47443619202220016,0.4805394403387567,159206400
2012-02-14,0.4868912100791931,0.4868912100791931,0.47508101201375014,0.47994384099978893,173875200
2012-02-15,0.476023405790329,0.5018274429393375,0.4744361281502396,0.4938873067397406,383865600
2012-02-16,0.4959222674369812,0.4979068326297667,0.4735423722671929,0.47746292064222146,252268800
2012-02-17,0.4917045533657074,0.49756006314106827,0.48530302832063893,0.4963691649381521,161932800
2012-02-21,0.49587282538414,0.5021742339808355,0.4864940256221699,0.49359006680685397,164371200
2012-02-22,0.489322692155838,0.497162824828681,0.4869408387247424,0.4928459816779385,125376000
2012-02-23,0.4986015558242798,0.50014022323996,0.4838149591201992,0.49101009618982516,210144000
2012-02-24,0.5034652352333069,0.5063920820181838,0.5000906728866922,0.5027697541977154,134572800
2012-02-27,0.5058966279029846,0.510709853781429,0.4890244988497644,0.49483054697546375,184819200
2012-02-28,0.521030843257904,0.521030843257904,0.5054001564691589,0.5069378580131018,191980800
2012-02-29,0.514183521270752,0.5274819319836823,0.509419814839015,0.5226191307360836,266092800
2012-03-01,0.5266882181167603,0.5279286920225552,0.5156221391659931,0.5201876555608977,234643200
2012-03-02,0.5250999331474304,0.530360021374375,0.5203362275215819,0.5249018003370856,166252800
2012-03-05,0.5087242722511292,0.526241394179138,0.5038614715929778,0.5245540566967349,244454400
2012-03-06,0.4941360354423523,0.4972124616304038,0.48599770869085074,0.4944332631653977,215558400
2012-03-07,0.5053507685661316,0.5086253275118542,0.49880062849302703,0.5009833838508256,187238400
2012-03-08,0.521378755569458,0.5259928836525126,0.5111062840339893,0.5139349446693586,124761600
2012-03-09,0.5276800990104675,0.5309061039755936,0.523214585342803,0.5244550594390256,154944000
2012-03-12,0.5285242199897766,0.5304096905334957,0.5208822776047308,0.5270350719243604,151507200
2012-03-13,0.5582975149154663,0.5583966097499571,0.5342798232163071,0.5378030562945179,191462400
2012-03-14,0.5645493865013123,0.5704049540260706,0.5539796308285968,0.5599342931845667,243052800
2012-03-15,0.5688661932945251,0.5723894828171026,0.5608775035651744,0.5692139621812048,196819200
2012-03-16,0.5676257014274597,0.5717443543883661,0.5638547037318568,0.5716453163644051,138297600
2012-03-19,0.5799819231033325,0.5838024407938567,0.5664348922062504,0.5704545081773605,191961600
2012-03-20,0.5831572413444519,0.584993135832386,0.5663851762192277,0.5710993062302664,184396800
2012-03-21,0.5829592943191528,0.5927849030347603,0.5808251491411057,0.5837033858618992,156576000
2012-03-22,0.5794358849525452,0.583505018990963,0.5722407496383926,0.57258851848706,213216000
2012-03-23,0.5786421895027161,0.5821159026691758,0.568667970431979,0.5817186148268911,157497600
2012-03-26,0.6088624596595764,0.6088624596595764,0.588765287027866,0.5894103405146619,158553600
2012-03-27,0.611193835735321,0.6188852993590915,0.6092587888297823,0.6095074629427494,179251200
2012-03-28,0.6040481328964233,0.6193320185170811,0.5932802453440468,0.6123350722620001,190368000
2012-03-29,0.5978458523750305,0.6038500341012448,0.5843979163626895,0.5955135176764838,172300800
2012-03-30,0.5936774611473083,0.6060831091806967,0.5865814209318502,0.6053885369048316,126451200
2012-04-02,0.6117892265319824,0.6145187922356721,0.5890129184610229,0.5920398254459617,125452800
2012-04-03,0.6118395328521729,0.6201255051706719,0.6013688750674309,0.6144690943534175,167500800
2012-04-04,0.5868796706199646,0.5988385129508766,0.5763594919907418,0.5974979786751178,205152000
2012-04-05,0.5975980162620544,0.5990861989232609,0.5821655177708123,0.5836537004320187,154656000
2012-04-09,0.5838527679443359,0.5912956116459331,0.5721912111274061,0.5748702918613243,143904000
2012-04-10,0.5556669235229492,0.5899065416145532,0.5503077391966064,0.5827609814420508,293433600
2012-04-11,0.5637062788009644,0.5748704914414278,0.5595875676720571,0.5710500302414999,168806400
2012-04-12,0.5826114416122437,0.5849437761431858,0.5649466666322809,0.5670303270887911,178291200
2012-04-13,0.5562623143196106,0.5772521846477581,0.555815450685403,0.5767567106093209,183321600
2012-04-16,0.538746178150177,0.5658392675087266,0.5329401307985968,0.56554203986191,200486400
2012-04-17,0.5705041289329529,0.575665182059331,0.5424677809729136,0.5454451128651583,189254400
2012-04-18,0.5663356781005859,0.5761613408630792,0.5611251647549818,0.5653934539203839,128294400
2012-04-19,0.5480250120162964,0.5805773509492727,0.5411281255063972,0.5603811433820428,199200000
2012-04-20,0.5421199798583984,0.5634080498845064,0.5402345088924453,0.5559652040715531,171033600
2012-04-23,0.5284746885299683,0.5302105799948306,0.5133394731086773,0.5281764954495577,140140800
2012-04-24,0.5191453695297241,0.5313023431353399,0.5126448069956432,0.525149549424443,129696000
2012-04-25,0.5603811740875244,0.5614234586650362,0.5489187127648146,0.5513996612568236,152409600
2012-04-26,0.5704048275947571,0.5742748632138773,0.5582477968933522,0.5595873656356585,142483200
2012-04-27,0.5801801085472107,0.5861842902508169,0.5685195140679553,0.5774019322745935,104928000
2012-04-30,0.5681222081184387,0.5787414841144132,0.5668817905462588,0.575020061034246,96172800
2012-05-01,0.5713480114936829,0.5899560289126818,0.5642519714033929,0.5649960626772156,104678400
2012-05-02,0.5751190781593323,0.5772027386184271,0.5588929670098153,0.562117950043501,77184000
2012-05-03,0.5572550296783447,0.5782448413379698,0.5532849342746142,0.5771034623343856,100550400
2012-05-04,0.5163663625717163,0.544601802420759,0.516069078074433,0.5420208505359396,182169600
2012-05-07,0.5171105265617371,0.5246533763975446,0.5059958328036813,0.506541734670586,211046400
2012-05-08,0.5114045143127441,0.5166646048091258,0.48654363446174553,0.5071867084738662,276480000
2012-05-09,0.5085756778717041,0.515026722175227,0.4873371879520334,0.49398733049874644,269529600
2012-05-10,0.5033650994300842,0.5140834662189611,0.4978077264238268,0.5136375679862953,406137600
2012-05-11,0.5028698444366455,0.5193437223709527,0.49711337135560363,0.49731150424349485,96172800
2012-05-14,0.48897507786750793,0.5008843474052154,0.48699051194454457,0.4907614541011949,164400000
2012-05-15,0.48470762372016907,0.5051515377818595,0.4819284825686154,0.4945332298720166,151276800
2012-05-16,0.4741874635219574,0.4938377975482601,0.471706543580582,0.48986866636926174,148598400
2012-05-17,0.4450097382068634,0.47706572210834164,0.4448115485534064,0.474982061717326,260640000
2012-05-18,0.4271458089351654,0.4521552988499741,0.4260549140226458,0.44917796780528424,281923200
2012-05-21,0.463072806596756,0.4641646669983592,0.4282377066407854,0.42962773176068153,206409600
2012-05-22,0.4613853991031647,0.4726992159097058,0.4511634424666253,0.4665464217224077,193238400
2012-05-23,0.463965505361557,0.46753828562159006,0.4379642150497758,0.4499725774111804,161952000
2012-05-24,0.45562902092933655,0.46753831767314175,0.44461342330412595,0.4664464572789737,154800000
2012-05-25,0.4530490040779114,0.45860635028451535,0.4490789356446993,0.45642362329310265,62496000
2012-05-29,0.4699201285839081,0.4767684328603578,0.4580108613176923,0.4659509974950261,141360000
2012-05-30,0.45850715041160583,0.46346904626347724,0.4498734084705778,0.45751441347772825,124617600
2012-05-31,0.45195716619491577,0.4602936538961607,0.4421324671800671,0.45691903472492845,166080000
2012-06-01,0.4164274334907532,0.4362768638776135,0.41603108261070176,0.42853582652333183,224342400
2012-06-04,0.4253593981266022,0.42774125140937125,0.4087864285716507,0.42010024586176925,228345600
2012-06-05,0.43121498823165894,0.43349777536349454,0.42089393510173373,0.42148938429687444,196483200
2012-06-06,0.4606909155845642,0.46168271567656854,0.4396505566673952,0.4412387713294698,171724800
2012-06-07,0.45552995800971985,0.4749821038587625,0.45394174321750375,0.4744857210752187,171408000
2012-06-08,0.46892836689949036,0.4702183601635277,0.44838438938800035,0.4526517139093108,126384000
2012-06-11,0.44649890065193176,0.4799440041378958,0.4439188856690707,0.4786539540555615,181795200
2012-06-12,0.46059176325798035,0.46138540199004136,0.44213238679304906,0.45017067992773957,134995200
2012-06-13,0.451559841632843,0.4673401398261902,0.4464988783620236,0.4570190582282988,96998400
2012-06-14,0.4566217362880707,0.4614845379281599,0.4439188304447151,0.45106439066905896,131414400
2012-06-15,0.47349289059638977,0.47508110517087554,0.4594999634968882,0.45979721956876257,168758400
2012-06-18,0.4857003390789032,0.4899677197748344,0.4653555195525901,0.468232790168734,176668800
2012-06-19,0.5016788840293884,0.5077326415620428,0.4931432693331727,0.4938378417971924,162518400
2012-06-20,0.5034652352333069,0.5092207993648714,0.49135686894851405,0.504457092158892,194428800
2012-06-21,0.4657518267631531,0.5034651559306189,0.4637672614065393,0.5014796819682391,155788800
2012-06-22,0.48024219274520874,0.4818294705333371,0.466347393205963,0.4695238227819696,140044800
2012-06-25,0.45175883173942566,0.4684318301921291,0.4480869860337554,0.4679354475800679,134160000
2012-06-26,0.460491806268692,0.4643628081362645,0.45036891434442283,0.4563235766955937,136684800
2012-06-27,0.46892836689949036,0.4749820958539517,0.4643628208767671,0.4657519089746549,116985600
2012-06-28,0.45205628871917725,0.4593009453378263,0.43865883599269456,0.4581100183756083,209184000
2012-06-29,0.49621957540512085,0.49621957540512085,0.4748829005259403,0.47934841376996484,246595200
2012-07-02,0.5001896023750305,0.5011823676910657,0.4892731022607759,0.49770871126636845,125107200
2012-07-03,0.5120989680290222,0.5128925783978796,0.4988005569128915,0.5010833153821102,92947200
2012-07-05,0.5138852596282959,0.5214281061383539,0.5033650827988264,0.5117015963356081,118560000
2012-07-06,0.49363961815834045,0.5079307394994771,0.4840131091008678,0.5070380342110195,145248000
2012-07-09,0.49195224046707153,0.49810599981139597,0.484806624411035,0.4930440438072397,96124800
2012-07-10,0.4768676161766052,0.5036634866949649,0.47190571869788345,0.500090734246051,172665600
2012-07-11,0.47031742334365845,0.47954661581407193,0.4579117731621943,0.4759738639760971,221088000
2012-07-12,0.45672082901000977,0.46198091852716583,0.44371970175514075,0.458805426330883,215356800
2012-07-13,0.4765692949295044,0.48014204641801117,0.45930081624016167,0.4601944868091071,141120000
2012-07-16,0.4729965031147003,0.480042968307323,0.4674391576596228,0.47398926853568474,108739200
2012-07-17,0.48024219274520874,0.4851049949446012,0.46009550288895734,0.481631280862822,173606400
2012-07-18,0.49979233741760254,0.504159721335754,0.47716470366979397,0.4772647638784068,187440000
2012-07-19,0.516069233417511,0.5210311318040588,0.507633676790637,0.5105109486450503,216249600
2012-07-20,0.49621957540512085,0.5164653555247452,0.4952277754584446,0.5164653555247452,164726400
2012-07-23,0.4778601825237274,0.48311930555347365,0.45612525660555403,0.46704178426929144,221788800
2012-07-24,0.46694281697273254,0.482424865062121,0.4576145294234122,0.4805393942650727,252192000
2012-07-25,0.456522673368454,0.4662482483294824,0.4487816355355926,0.4562244518948137,196675200
2012-07-26,0.4743865430355072,0.48331847860338367,0.46674460052715205,0.4770656807605512,231024000
2012-07-27,0.5103124380111694,0.5114042980217501,0.48133291620748575,0.4855011444686091,271305600
2012-07-30,0.507236123085022,0.5194426161461904,0.502670549750702,0.5129925945672086,183235200
2012-07-31,0.5075335502624512,0.5160691660311061,0.5059462722491207,0.5103126922857915,132748800
2012-08-01,0.5025714635848999,0.5183517303303806,0.49721233664553466,0.518053537288465,150921600
2012-08-02,0.49731138348579407,0.512397134996397,0.48639488300155825,0.490761301474104,165830400
2012-08-03,0.5255964398384094,0.5363148084210305,0.5161681211598457,0.5216264002736495,195081600
2012-08-06,0.5374068021774292,0.5445523640782524,0.5307566577242753,0.5342303722215164,127612800
2012-08-07,0.5507051348686218,0.5575525033059107,0.5422695799206457,0.5454450443360143,140601600
2012-08-08,0.5498113036155701,0.5538804944260702,0.5441548921514823,0.5466358401269362,85929600
2012-08-09,0.5544757843017578,0.5572549814559252,0.5471320937095505,0.5500103288661059,77500800
2012-08-10,0.5567587614059448,0.5567587614059448,0.5451476879938222,0.5499113945839765,93350400
2012-08-13,0.5601333975791931,0.5601333975791931,0.5473304588223866,0.5563615472863277,71904000
2012-08-14,0.5609270334243774,0.5698589697678511,0.5562624212962206,0.5664843508112312,110160000
2012-08-15,0.5648971199989319,0.5674771062965696,0.5591406476662384,0.5595379355720816,71654400
2012-08-16,0.5851429104804993,0.5893111970442357,0.5693626399308113,0.5717444936295729,139017600
2012-08-17,0.5931811332702637,0.5931811332702637,0.5852419062246678,0.5890128474122915,113606400
2012-08-20,0.5954639911651611,0.5958612791139786,0.5849438108235063,0.5920893719029436,91910400
2012-08-21,0.588616669178009,0.6076715002116239,0.5815702023838626,0.6012205110842469,218227200
2012-08-22,0.5949675440788269,0.599334928438106,0.5797837182214233,0.5841501371869917,113750400
